Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
IncreaseInsuranceBagsCouta,Chrome 77.0.3865.90,,2019-11-17 10:21:03,2019-11-17 10:21:33,30.366s,ERROR
,,,,,,
Test Cases/General/GetData/IncreaseInsuranceCoutaGetData,Chrome 77.0.3865.90,,2019-11-17 10:21:03,2019-11-17 10:21:12,8.896s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 10:21:04,2019-11-17 10:21:04,0.006s,PASSED
"Query = ""select * from base_bakery b inner join bakery_ach_data ach on b.BAKERY_CODE = ach.bakery_code where b.governorate_code=03 and b.status=0 and b.BAKERY_CODE not in( select BAKERY_CODE from REQ_BAKERY_ACH_DATA rbb,Requests r where rbb.REQ_CODE = r.REQ_CODE and r.REQ_CHANNEL="" + ""'"" + ""BAKERY_ACC"" + ""' and r.REQ_STATUS ="" + ""'"" + ""FR_APRV"" + ""' and r.APP_TYPE=1);""",Chrome 77.0.3865.90,,2019-11-17 10:21:04,2019-11-17 10:21:04,0.007s,PASSED
"dataBaseConnection.GetOracleQueryResult.conectsql(""SupplyCard"", ""smart999"", Query, ""GetBackeryCode.txt"")",Chrome 77.0.3865.90,,2019-11-17 10:21:04,2019-11-17 10:21:11,6.621s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem\Cash\ValidUserName.txt),Chrome 77.0.3865.90,,2019-11-17 10:21:11,2019-11-17 10:21:11,0.014s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(11, 1))",Chrome 77.0.3865.90,,2019-11-17 10:21:11,2019-11-17 10:21:12,1.300s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem\Cash\ValidPassword.txt),Chrome 77.0.3865.90,,2019-11-17 10:21:12,2019-11-17 10:21:12,0.001s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(12, 1))",Chrome 77.0.3865.90,,2019-11-17 10:21:12,2019-11-17 10:21:12,0.090s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenBakerySystemByDirectorateEmployeeMethod,Chrome 77.0.3865.90,,2019-11-17 10:21:12,2019-11-17 10:21:31,18.873s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-11-17 10:21:13,2019-11-17 10:21:21,7.847s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/login.jsf"")",Chrome 77.0.3865.90,,2019-11-17 10:21:21,2019-11-17 10:21:23,2.413s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,2019-11-17 10:21:23,2019-11-17 10:21:27,4.168s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_/input__username""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(11, 1))",Chrome 77.0.3865.90,,2019-11-17 10:21:27,2019-11-17 10:21:28,0.417s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_/input__password""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(12, 1))",Chrome 77.0.3865.90,,2019-11-17 10:21:28,2019-11-17 10:21:28,0.324s,PASSED
"click(findTestObject(""Object Repository/Login/Page_/span_""))",Chrome 77.0.3865.90,,2019-11-17 10:21:28,2019-11-17 10:21:31,3.116s,PASSED
waitForPageLoad(3),Chrome 77.0.3865.90,,2019-11-17 10:21:31,2019-11-17 10:21:31,0.117s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenCreateIncreaseInsuranceQuotaTapMethod,Chrome 77.0.3865.90,,2019-11-17 10:21:31,2019-11-17 10:21:33,1.483s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/manager/BakeryQuota.jsf"")",Chrome 77.0.3865.90,,2019-11-17 10:21:31,2019-11-17 10:21:33,1.130s,PASSED
,,,,,,
Test Cases/SpecificTab/IncreaseInsuranceBagsCouta/SearchForBakeryCodeByDirectorateEmployee,Chrome 77.0.3865.90,,2019-11-17 10:21:33,2019-11-17 10:21:33,0.378s,ERROR
file = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 10:21:33,2019-11-17 10:21:33,0.007s,PASSED
BackeryCode = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 10:21:33,2019-11-17 10:21:33,0.004s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\GetBackeryCode.txt),Chrome 77.0.3865.90,,2019-11-17 10:21:33,2019-11-17 10:21:33,0.003s,PASSED
BackeryCode = file.readLines(),Chrome 77.0.3865.90,,2019-11-17 10:21:33,2019-11-17 10:21:33,0.019s,ERROR
