Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
IncreaseInsuranceBagsCouta,Chrome 77.0.3865.90,,2019-11-14 12:56:42,2019-11-14 12:57:10,27.841s,ERROR
,,,,,,
Test Cases/General/GetData/IncreaseInsuranceCoutaGetData,Chrome 77.0.3865.90,,2019-11-14 12:56:43,2019-11-14 12:56:48,5.157s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-14 12:56:43,2019-11-14 12:56:43,0.054s,PASSED
"Query = ""select * from base_bakery b inner join bakery_ach_data ach on b.BAKERY_CODE = ach.bakery_code where b.governorate_code=03 and b.status=0 and b.BAKERY_CODE not in( select BAKERY_CODE from REQ_BAKERY_ACH_DATA rbb,Requests r where rbb.REQ_CODE = r.REQ_CODE and r.REQ_CHANNEL="" + ""'"" + ""BAKERY_ACC"" + ""' and r.REQ_STATUS ="" + ""'"" + ""FR_APRV"" + ""' and r.APP_TYPE=1);""",Chrome 77.0.3865.90,,2019-11-14 12:56:43,2019-11-14 12:56:43,0.020s,PASSED
"dataBaseConnection.GetOracleQueryResult.conectsql(""SupplyCard"", ""smart999"", Query, ""GetBackeryCode.txt"")",Chrome 77.0.3865.90,,2019-11-14 12:56:43,2019-11-14 12:56:46,2.644s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\ValidUserName.txt),Chrome 77.0.3865.90,,2019-11-14 12:56:46,2019-11-14 12:56:46,0.007s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-11-14 12:56:46,2019-11-14 12:56:48,1.441s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\ValidPassword.txt),Chrome 77.0.3865.90,,2019-11-14 12:56:48,2019-11-14 12:56:48,0.006s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-11-14 12:56:48,2019-11-14 12:56:48,0.094s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenBakerySystemByDirectorateEmployeeMethod,Chrome 77.0.3865.90,,2019-11-14 12:56:48,2019-11-14 12:57:09,21.280s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-11-14 12:56:48,2019-11-14 12:56:56,7.744s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/login.jsf"")",Chrome 77.0.3865.90,,2019-11-14 12:56:56,2019-11-14 12:57:03,7.447s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,2019-11-14 12:57:03,2019-11-14 12:57:08,4.170s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_/input__username""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-11-14 12:57:08,2019-11-14 12:57:08,0.416s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_/input__password""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-11-14 12:57:08,2019-11-14 12:57:08,0.291s,PASSED
"click(findTestObject(""Object Repository/Login/Page_/span_""))",Chrome 77.0.3865.90,,2019-11-14 12:57:08,2019-11-14 12:57:09,0.498s,PASSED
waitForPageLoad(3),Chrome 77.0.3865.90,,2019-11-14 12:57:09,2019-11-14 12:57:09,0.122s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenCreateIncreaseInsuranceQuotaTapMethod,Chrome 77.0.3865.90,,2019-11-14 12:57:09,2019-11-14 12:57:09,0.454s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/manager/BakeryQuota.jsf"")",Chrome 77.0.3865.90,,2019-11-14 12:57:09,2019-11-14 12:57:09,0.167s,PASSED
,,,,,,
Test Cases/SpecificTab/IncreaseInsuranceBagsCouta/SearchForBakeryCodeByDirectorateEmployee,Chrome 77.0.3865.90,,2019-11-14 12:57:09,2019-11-14 12:57:10,0.325s,ERROR
file = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-14 12:57:10,2019-11-14 12:57:10,0.002s,PASSED
BackeryCode = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-14 12:57:10,2019-11-14 12:57:10,0.001s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\GetBackeryCode.txt),Chrome 77.0.3865.90,,2019-11-14 12:57:10,2019-11-14 12:57:10,0.002s,PASSED
BackeryCode = file.readLines(),Chrome 77.0.3865.90,,2019-11-14 12:57:10,2019-11-14 12:57:10,0.013s,ERROR
