Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
IncreaseInsuranceBagsCouta,Chrome 77.0.3865.90,,2019-11-17 12:47:57,2019-11-17 12:49:31,1m - 34.351s,FAILED
,,,,,,
Test Cases/General/GetData/IncreaseInsuranceCoutaGetData,Chrome 77.0.3865.90,,2019-11-17 12:47:57,2019-11-17 12:48:39,41.915s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 12:47:58,2019-11-17 12:47:58,0.004s,PASSED
"Query = ""Select * from base_bakery b inner join bakery_ach_data ach on b.BAKERY_CODE = ach.bakery_code  where b.governorate_code=03 and b.status=1 and b.BAKERY_CODE not in(select BAKERY_CODE from REQ_BAKERY_ACH_DATA rbb,Requests r where rbb.REQ_CODE = r.REQ_CODE and r.REQ_CHANNEL="" + ""'"" + ""BAKERY_ACC"" + ""' and r.REQ_STATUS = "" + ""'"" + ""FR_APRV"" + ""'and r.APP_TYPE=1) """,Chrome 77.0.3865.90,,2019-11-17 12:47:58,2019-11-17 12:47:58,0.003s,PASSED
println(Query),Chrome 77.0.3865.90,,2019-11-17 12:47:58,2019-11-17 12:47:58,0.018s,PASSED
"dataBaseConnection.GetOracleQueryResult.conectsql(""bdistribute"", ""12345678"", Query, ""C:\Users\smart\Katalon Studio\BakeryManagementSystem\Cash\GetBackeryCode.txt"")",Chrome 77.0.3865.90,,2019-11-17 12:47:58,2019-11-17 12:48:38,39.655s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem\Cash\ValidUserName.txt),Chrome 77.0.3865.90,,2019-11-17 12:48:38,2019-11-17 12:48:38,0.002s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(11, 1))",Chrome 77.0.3865.90,,2019-11-17 12:48:38,2019-11-17 12:48:39,1.321s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem\Cash\ValidPassword.txt),Chrome 77.0.3865.90,,2019-11-17 12:48:39,2019-11-17 12:48:39,0.001s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(12, 1))",Chrome 77.0.3865.90,,2019-11-17 12:48:39,2019-11-17 12:48:39,0.091s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenBakerySystemByDirectorateEmployeeMethod,Chrome 77.0.3865.90,,2019-11-17 12:48:39,2019-11-17 12:48:57,17.825s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-11-17 12:48:40,2019-11-17 12:48:48,7.996s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/login.jsf"")",Chrome 77.0.3865.90,,2019-11-17 12:48:48,2019-11-17 12:48:50,2.307s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,2019-11-17 12:48:50,2019-11-17 12:48:54,4.160s,PASSED
