Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
IncreaseInsuranceBagsCouta,Chrome 77.0.3865.90,,2019-11-17 09:52:20,2019-11-17 09:53:03,43.007s,ERROR
,,,,,,
Test Cases/General/GetData/IncreaseInsuranceCoutaGetData,Chrome 77.0.3865.90,,2019-11-17 09:52:21,2019-11-17 09:52:26,5.218s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 09:52:22,2019-11-17 09:52:22,0.015s,PASSED
"Query = ""select * from base_bakery b inner join bakery_ach_data ach on b.BAKERY_CODE = ach.bakery_code where b.governorate_code=03 and b.status=0 and b.BAKERY_CODE not in( select BAKERY_CODE from REQ_BAKERY_ACH_DATA rbb,Requests r where rbb.REQ_CODE = r.REQ_CODE and r.REQ_CHANNEL="" + ""'"" + ""BAKERY_ACC"" + ""' and r.REQ_STATUS ="" + ""'"" + ""FR_APRV"" + ""' and r.APP_TYPE=1);""",Chrome 77.0.3865.90,,2019-11-17 09:52:22,2019-11-17 09:52:22,0.013s,PASSED
"dataBaseConnection.GetOracleQueryResult.conectsql(""SupplyCard"", ""smart999"", Query, ""GetBackeryCode.txt"")",Chrome 77.0.3865.90,,2019-11-17 09:52:22,2019-11-17 09:52:25,2.710s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\DirectorateUserName.txt),Chrome 77.0.3865.90,,2019-11-17 09:52:25,2019-11-17 09:52:25,0.010s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-11-17 09:52:25,2019-11-17 09:52:26,1.430s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\DirectoratePassword.txt),Chrome 77.0.3865.90,,2019-11-17 09:52:26,2019-11-17 09:52:26,0.005s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-11-17 09:52:26,2019-11-17 09:52:26,0.087s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenBakerySystemByDirectorateEmployeeMethod,Chrome 77.0.3865.90,,2019-11-17 09:52:26,2019-11-17 09:53:02,35.436s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-11-17 09:52:27,2019-11-17 09:52:35,8.207s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/login.jsf"")",Chrome 77.0.3865.90,,2019-11-17 09:52:35,2019-11-17 09:52:54,18.789s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,2019-11-17 09:52:54,2019-11-17 09:52:58,4.160s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_/input__username""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-11-17 09:52:58,2019-11-17 09:52:58,0.373s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_/input__password""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-11-17 09:52:58,2019-11-17 09:52:59,0.257s,PASSED
"click(findTestObject(""Object Repository/Login/Page_/span_""))",Chrome 77.0.3865.90,,2019-11-17 09:52:59,2019-11-17 09:53:02,3.033s,PASSED
waitForPageLoad(3),Chrome 77.0.3865.90,,2019-11-17 09:53:02,2019-11-17 09:53:02,0.123s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenCreateIncreaseInsuranceQuotaTapMethod,Chrome 77.0.3865.90,,2019-11-17 09:53:02,2019-11-17 09:53:03,1.311s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/manager/BakeryQuota.jsf"")",Chrome 77.0.3865.90,,2019-11-17 09:53:02,2019-11-17 09:53:03,0.923s,PASSED
,,,,,,
Test Cases/SpecificTab/IncreaseInsuranceBagsCouta/SearchForBakeryCodeByDirectorateEmployee,Chrome 77.0.3865.90,,2019-11-17 09:53:03,2019-11-17 09:53:03,0.405s,ERROR
file = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 09:53:03,2019-11-17 09:53:03,0.003s,PASSED
BackeryCode = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 09:53:03,2019-11-17 09:53:03,0.001s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\GetBackeryCode.txt),Chrome 77.0.3865.90,,2019-11-17 09:53:03,2019-11-17 09:53:03,0.002s,PASSED
BackeryCode = file.readLines(),Chrome 77.0.3865.90,,2019-11-17 09:53:03,2019-11-17 09:53:03,0.014s,ERROR
