Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
IncreaseInsuranceBagsCouta,Chrome 77.0.3865.90,,2019-11-17 10:05:21,2019-11-17 10:05:45,24.190s,ERROR
,,,,,,
Test Cases/General/GetData/IncreaseInsuranceCoutaGetData,Chrome 77.0.3865.90,,2019-11-17 10:05:22,2019-11-17 10:05:28,5.907s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 10:05:23,2019-11-17 10:05:23,0.038s,PASSED
"Query = ""select * from base_bakery b inner join bakery_ach_data ach on b.BAKERY_CODE = ach.bakery_code where b.governorate_code=03 and b.status=0 and b.BAKERY_CODE not in( select BAKERY_CODE from REQ_BAKERY_ACH_DATA rbb,Requests r where rbb.REQ_CODE = r.REQ_CODE and r.REQ_CHANNEL="" + ""'"" + ""BAKERY_ACC"" + ""' and r.REQ_STATUS ="" + ""'"" + ""FR_APRV"" + ""' and r.APP_TYPE=1);""",Chrome 77.0.3865.90,,2019-11-17 10:05:23,2019-11-17 10:05:23,0.025s,PASSED
"dataBaseConnection.GetOracleQueryResult.conectsql(""SupplyCard"", ""smart999"", Query, ""GetBackeryCode.txt"")",Chrome 77.0.3865.90,,2019-11-17 10:05:23,2019-11-17 10:05:26,2.836s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\DirectorateUserName.txt),Chrome 77.0.3865.90,,2019-11-17 10:05:26,2019-11-17 10:05:26,0.008s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-11-17 10:05:26,2019-11-17 10:05:28,1.768s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\DirectoratePassword.txt),Chrome 77.0.3865.90,,2019-11-17 10:05:28,2019-11-17 10:05:28,0.001s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-11-17 10:05:28,2019-11-17 10:05:28,0.088s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenBakerySystemByDirectorateEmployeeMethod,Chrome 77.0.3865.90,,2019-11-17 10:05:28,2019-11-17 10:05:45,16.796s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-11-17 10:05:28,2019-11-17 10:05:37,8.354s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/login.jsf"")",Chrome 77.0.3865.90,,2019-11-17 10:05:37,2019-11-17 10:05:39,2.496s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,2019-11-17 10:05:39,2019-11-17 10:05:43,4.178s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_/input__username""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-11-17 10:05:43,2019-11-17 10:05:44,0.390s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_/input__password""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-11-17 10:05:44,2019-11-17 10:05:44,0.345s,PASSED
"click(findTestObject(""Object Repository/Login/Page_/span_""))",Chrome 77.0.3865.90,,2019-11-17 10:05:44,2019-11-17 10:05:44,0.377s,PASSED
waitForPageLoad(3),Chrome 77.0.3865.90,,2019-11-17 10:05:44,2019-11-17 10:05:45,0.127s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenCreateIncreaseInsuranceQuotaTapMethod,Chrome 77.0.3865.90,,2019-11-17 10:05:45,2019-11-17 10:05:45,0.458s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/manager/BakeryQuota.jsf"")",Chrome 77.0.3865.90,,2019-11-17 10:05:45,2019-11-17 10:05:45,0.120s,PASSED
,,,,,,
Test Cases/SpecificTab/IncreaseInsuranceBagsCouta/SearchForBakeryCodeByDirectorateEmployee,Chrome 77.0.3865.90,,2019-11-17 10:05:45,2019-11-17 10:05:45,0.394s,ERROR
file = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 10:05:45,2019-11-17 10:05:45,0.004s,PASSED
BackeryCode = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 10:05:45,2019-11-17 10:05:45,0.002s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\GetBackeryCode.txt),Chrome 77.0.3865.90,,2019-11-17 10:05:45,2019-11-17 10:05:45,0.001s,PASSED
BackeryCode = file.readLines(),Chrome 77.0.3865.90,,2019-11-17 10:05:45,2019-11-17 10:05:45,0.018s,ERROR
