Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
IncreaseInsuranceBagsCouta,Chrome 77.0.3865.90,,2019-11-17 12:31:42,2019-11-17 12:32:09,27.011s,ERROR
,,,,,,
Test Cases/General/GetData/IncreaseInsuranceCoutaGetData,Chrome 77.0.3865.90,,2019-11-17 12:31:42,2019-11-17 12:31:48,5.346s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 12:31:43,2019-11-17 12:31:43,0.003s,PASSED
"Query = ""Select * from base_bakery b inner join bakery_ach_data ach on b.BAKERY_CODE = ach.bakery_code  where b.governorate_code=03 and b.status=0 and b.BAKERY_CODE not in(select BAKERY_CODE from REQ_BAKERY_ACH_DATA rbb,Requests r where rbb.REQ_CODE = r.REQ_CODE and r.REQ_CHANNEL="" + ""'"" + ""BAKERY_ACC"" + ""' and r.REQ_STATUS = "" + ""'"" + ""FR_APRV"" + ""'and r.APP_TYPE=1) """,Chrome 77.0.3865.90,,2019-11-17 12:31:43,2019-11-17 12:31:43,0.003s,PASSED
println(Query),Chrome 77.0.3865.90,,2019-11-17 12:31:43,2019-11-17 12:31:43,0.010s,PASSED
"dataBaseConnection.GetOracleQueryResult.conectsql(""bdistribute"", ""12345678"", Query, ""C:\Users\smart\Katalon Studio\BakeryManagementSystem\Cash\GetBackeryCode.txt"")",Chrome 77.0.3865.90,,2019-11-17 12:31:43,2019-11-17 12:31:46,2.939s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem\Cash\ValidUserName.txt),Chrome 77.0.3865.90,,2019-11-17 12:31:46,2019-11-17 12:31:46,0.001s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(11, 1))",Chrome 77.0.3865.90,,2019-11-17 12:31:46,2019-11-17 12:31:47,1.456s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem\Cash\ValidPassword.txt),Chrome 77.0.3865.90,,2019-11-17 12:31:47,2019-11-17 12:31:47,0.002s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(12, 1))",Chrome 77.0.3865.90,,2019-11-17 12:31:47,2019-11-17 12:31:48,0.113s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenBakerySystemByDirectorateEmployeeMethod,Chrome 77.0.3865.90,,2019-11-17 12:31:48,2019-11-17 12:32:07,19.481s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-11-17 12:31:48,2019-11-17 12:31:57,8.909s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/login.jsf"")",Chrome 77.0.3865.90,,2019-11-17 12:31:57,2019-11-17 12:31:59,2.357s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,2019-11-17 12:31:59,2019-11-17 12:32:04,4.177s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_/input__username""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(11, 1))",Chrome 77.0.3865.90,,2019-11-17 12:32:04,2019-11-17 12:32:04,0.386s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_/input__password""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(12, 1))",Chrome 77.0.3865.90,,2019-11-17 12:32:04,2019-11-17 12:32:04,0.430s,PASSED
"click(findTestObject(""Object Repository/Login/Page_/span_""))",Chrome 77.0.3865.90,,2019-11-17 12:32:04,2019-11-17 12:32:07,2.586s,PASSED
waitForPageLoad(3),Chrome 77.0.3865.90,,2019-11-17 12:32:07,2019-11-17 12:32:07,0.124s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenCreateIncreaseInsuranceQuotaTapMethod,Chrome 77.0.3865.90,,2019-11-17 12:32:07,2019-11-17 12:32:08,0.957s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/manager/BakeryQuota.jsf"")",Chrome 77.0.3865.90,,2019-11-17 12:32:08,2019-11-17 12:32:08,0.574s,PASSED
,,,,,,
Test Cases/SpecificTab/IncreaseInsuranceBagsCouta/SearchForBakeryCodeByDirectorateEmployee,Chrome 77.0.3865.90,,2019-11-17 12:32:08,2019-11-17 12:32:09,0.470s,ERROR
file = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 12:32:09,2019-11-17 12:32:09,0.002s,PASSED
BackeryCode = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-17 12:32:09,2019-11-17 12:32:09,0.001s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\GetBackeryCode.txt),Chrome 77.0.3865.90,,2019-11-17 12:32:09,2019-11-17 12:32:09,0.002s,PASSED
BackeryCode = file.readLines(),Chrome 77.0.3865.90,,2019-11-17 12:32:09,2019-11-17 12:32:09,0.017s,ERROR
