Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
IncreaseInsuranceBagsCouta,Chrome 77.0.3865.90,,2019-11-14 12:55:35,2019-11-14 12:56:16,40.920s,ERROR
,,,,,,
Test Cases/General/GetData/IncreaseInsuranceCoutaGetData,Chrome 77.0.3865.90,,2019-11-14 12:55:37,2019-11-14 12:55:41,4.513s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-14 12:55:38,2019-11-14 12:55:38,0.013s,PASSED
"Query = ""select * from base_bakery b inner join bakery_ach_data ach on b.BAKERY_CODE = ach.bakery_code where b.governorate_code=03 and b.status=0 and b.BAKERY_CODE not in( select BAKERY_CODE from REQ_BAKERY_ACH_DATA rbb,Requests r where rbb.REQ_CODE = r.REQ_CODE and r.REQ_CHANNEL="" + ""'"" + ""BAKERY_ACC"" + ""' and r.REQ_STATUS ="" + ""'"" + ""FR_APRV"" + ""' and r.APP_TYPE=1);""",Chrome 77.0.3865.90,,2019-11-14 12:55:38,2019-11-14 12:55:38,0.103s,PASSED
"dataBaseConnection.GetOracleQueryResult.conectsql(""SupplyCard"", ""smart999"", Query, ""GetBackeryCode.txt"")",Chrome 77.0.3865.90,,2019-11-14 12:55:38,2019-11-14 12:55:41,3.125s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenBakerySystemByDirectorateEmployeeMethod,Chrome 77.0.3865.90,,2019-11-14 12:55:41,2019-11-14 12:56:15,33.436s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-11-14 12:55:42,2019-11-14 12:55:51,9.777s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/login.jsf"")",Chrome 77.0.3865.90,,2019-11-14 12:55:51,2019-11-14 12:56:06,14.429s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,2019-11-14 12:56:06,2019-11-14 12:56:10,4.204s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_/input__username""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-11-14 12:56:10,2019-11-14 12:56:13,3.093s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_/input__password""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-11-14 12:56:13,2019-11-14 12:56:14,0.412s,PASSED
"click(findTestObject(""Object Repository/Login/Page_/span_""))",Chrome 77.0.3865.90,,2019-11-14 12:56:14,2019-11-14 12:56:15,1.004s,PASSED
waitForPageLoad(3),Chrome 77.0.3865.90,,2019-11-14 12:56:15,2019-11-14 12:56:15,0.143s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenCreateIncreaseInsuranceQuotaTapMethod,Chrome 77.0.3865.90,,2019-11-14 12:56:15,2019-11-14 12:56:15,0.787s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/manager/BakeryQuota.jsf"")",Chrome 77.0.3865.90,,2019-11-14 12:56:15,2019-11-14 12:56:15,0.230s,PASSED
,,,,,,
Test Cases/SpecificTab/IncreaseInsuranceBagsCouta/SearchForBakeryCodeByDirectorateEmployee,Chrome 77.0.3865.90,,2019-11-14 12:56:16,2019-11-14 12:56:16,0.813s,ERROR
file = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-14 12:56:16,2019-11-14 12:56:16,0.003s,PASSED
BackeryCode = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-11-14 12:56:16,2019-11-14 12:56:16,0.002s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\GetBackeryCode.txt),Chrome 77.0.3865.90,,2019-11-14 12:56:16,2019-11-14 12:56:16,0.045s,PASSED
BackeryCode = file.readLines(),Chrome 77.0.3865.90,,2019-11-14 12:56:16,2019-11-14 12:56:16,0.141s,ERROR
